date,specific_region,general_region,trigger,depth_ft,width_ft,url,lat,lon,elevation_ft,slope_angle_deg,vertical_ft,aspect
4/27/2011,Avalanche: Little Superior,Salt Lake,Skier,1.5,500,https://utahavalanchecenter.org/avalanche/17937,40.592674,-111.661479,10200,43,2500,South
3/11/2011,Avalanche: Little Superior,Salt Lake,Skier,-999.0,-999,https://utahavalanchecenter.org/avalanche/17815,40.592676,-111.660576,10200,Unknown,1250,South
1/26/2011,Avalanche: Little Superior,Salt Lake,Skier,1.0,60,https://utahavalanchecenter.org/avalanche/17674,40.593002,-111.659589,10100,39,1750,Southeast
11/29/2010,Avalanche: Little Superior,Salt Lake,Skier,1.67,80,https://utahavalanchecenter.org/avalanche/17492,40.5931,-111.659846,10400,40,Unknown,Southeast
12/29/2010,Avalanche: Mary Lake Ridge,Salt Lake,Skier,3.0,200,https://utahavalanchecenter.org/avalanche/17573,40.590492,-111.593456,9700,-999,250,East
3/16/2011,Avalanche: Maybird Chute,Salt Lake,Natural,-999.0,-999,https://utahavalanchecenter.org/avalanche/17836,40.576934,-111.708641,8000,43,1750,Southeast
3/2/2011,Avalanche: Maybird Gulch,Salt Lake,Natural,3.5,400,https://utahavalanchecenter.org/avalanche/17775,40.546646,-111.709499,10400,-999,400,Northeast
2/20/2011,Avalanche: Maybird Gulch,Salt Lake,Natural,-999.0,-999,https://utahavalanchecenter.org/avalanche/17733,40.545178,-111.709714,Unknown,-999,Unknown,East
2/20/2011,Avalanche: Maybird Gulch,Salt Lake,Natural,-999.0,-999,https://utahavalanchecenter.org/avalanche/17735,40.545896,-111.708298,Unknown,Unknown,Unknown,Northeast
2/26/2011,Avalanche: Mill B South,Salt Lake,Unknown,-999.0,-999,https://utahavalanchecenter.org/avalanche/17783,40.591405,-111.67345,10500,-999,Unknown,North
5/19/2011,Avalanche: Patsy Marly,Salt Lake,Unknown,-999.0,-999,https://utahavalanchecenter.org/avalanche/17942,40.591014,-111.619377,Unknown,-999,Unknown,West
4/26/2011,Avalanche: Patsy Marly,Salt Lake,Skier,0.75,350,https://utahavalanchecenter.org/avalanche/17928,40.5931,-111.608477,10200,Unknown,Unknown,Northeast
4/26/2011,Avalanche: Patsy Marly,Salt Lake,Skier,1.33,150,https://utahavalanchecenter.org/avalanche/17932,40.589743,-111.611738,Unknown,29,200,North
3/7/2011,Avalanche: Patsy Marly,Salt Lake,Skier,1.33,30,https://utahavalanchecenter.org/avalanche/17788,40.588773,-111.615729,9300,37,1250,Southwest
2/28/2011,Avalanche: Patsy Marly,Salt Lake,Skier,1.5,60,https://utahavalanchecenter.org/avalanche/17759,40.590101,-111.610966,10300,Unknown,Unknown,North
6/21/2011,Avalanche: Pfeifferhorn,Salt Lake,Unknown,-999.0,-999,https://utahavalanchecenter.org/avalanche/17946,40.534316,-111.70332,Unknown,-999,Unknown,Northeast
6/20/2011,Avalanche: Pfeifferhorn,Salt Lake,Natural,4.5,-999,https://utahavalanchecenter.org/avalanche/17948,40.533959,-111.705079,10900,37,600,-999
3/2/2011,Avalanche: Pink Pine,Salt Lake,Skier,0.25,30,https://utahavalanchecenter.org/avalanche/17774,40.555352,-111.690273,9700,-999,300,Northeast
2/1/2011,Avalanche: Pink Pine,Salt Lake,Skier,1.0,40,https://utahavalanchecenter.org/avalanche/17687,40.557916,-111.691625,9200,-999,250,Northeast
11/21/2010,Avalanche: Pioneer Peak,Salt Lake,Natural,-999.0,350,https://utahavalanchecenter.org/avalanche/17473,40.581888,-111.586075,10300,-999,400,North
3/20/2011,Avalanche: Pioneer Ridge,Salt Lake,Snowboarder,0.83,60,https://utahavalanchecenter.org/avalanche/17844,40.583551,-111.577492,10100,34,100,Northeast
3/3/2011,Avalanche: Pioneer Ridge,Salt Lake,Skier,0.83,30,https://utahavalanchecenter.org/avalanche/17780,40.583355,-111.577363,10100,Unknown,175,Northeast
12/18/2010,Avalanche: Red Baldy,Salt Lake,Skier,1.33,80,https://utahavalanchecenter.org/avalanche/17515,40.543743,-111.670618,Unknown,30,200,Northwest
11/11/2010,Avalanche: Red Baldy,Salt Lake,Natural,1.0,50,https://utahavalanchecenter.org/avalanche/17463,40.539569,-111.672678,10500,-999,300,Northwest
3/20/2011,Avalanche: Rocky Point,Salt Lake,Skier,0.58,100,https://utahavalanchecenter.org/avalanche/17843,40.577456,-111.595559,10100,25,40,North
12/29/2010,Avalanche: Rocky Point,Salt Lake,Skier,1.67,150,https://utahavalanchecenter.org/avalanche/17572,40.578303,-111.598005,10400,-999,400,Northeast
6/20/2011,Avalanche: Salt Lake,Salt Lake,Natural,-999.0,200,https://utahavalanchecenter.org/avalanche/17947,40.534905,-111.70392,10600,35,350,Northeast
12/24/2010,Avalanche: Salt Lake,Salt Lake,Skier,-999.0,-999,https://utahavalanchecenter.org/avalanche/17549,40.600985,-111.634655,10000,-999,Unknown,North
4/27/2011,Avalanche: Scotties Bowl,Salt Lake,Snowboarder,0.08,70,https://utahavalanchecenter.org/avalanche/17935,40.565264,-111.678343,9300,35,300,Northeast
4/26/2011,Avalanche: Scotties Bowl,Salt Lake,Skier,0.5,30,https://utahavalanchecenter.org/avalanche/17927,40.563621,-111.677141,9700,38,200,North
4/14/2011,Avalanche: Scotties Bowl,Salt Lake,Skier,0.5,20,https://utahavalanchecenter.org/avalanche/17908,40.563699,-111.677055,9800,-999,100,Northeast
3/25/2011,Avalanche: Scotties Bowl,Salt Lake,Skier,0.5,20,https://utahavalanchecenter.org/avalanche/17859,40.561971,-111.673236,9700,38,30,North
3/9/2011,Avalanche: Scotties Bowl,Salt Lake,Skier,2.0,60,https://utahavalanchecenter.org/avalanche/17798,40.561888,-111.674223,9800,38,200,North
3/6/2011,Avalanche: Silver Fork,Salt Lake,Skier,0.67,30,https://utahavalanchecenter.org/avalanche/17786,40.600399,-111.61809,9800,Unknown,Unknown,North
11/20/2010,Avalanche: Silver Fork,Salt Lake,Skier,1.0,30,https://utahavalanchecenter.org/avalanche/17472,40.59978,-111.619806,10000,-999,150,North
12/25/2010,Avalanche: Stupid Chute,Salt Lake,Skier,-999.0,-999,https://utahavalanchecenter.org/avalanche/17556,40.589189,-111.599636,10000,-999,450,North
3/31/2011,Avalanche: Superior,Salt Lake,Skier,0.33,80,https://utahavalanchecenter.org/avalanche/17882,40.589319,-111.670403,Unknown,34,800,Southeast
3/13/2011,Avalanche: Superior,Salt Lake,Skier,0.5,60,https://utahavalanchecenter.org/avalanche/17822,40.590362,-111.666842,Unknown,40,600,Southeast
1/6/2011,Avalanche: Superior,Salt Lake,Natural,0.58,70,https://utahavalanchecenter.org/avalanche/17612,40.596505,-111.666133,9900,40,1000,Southwest
11/21/2010,Avalanche: Superior,Salt Lake,Natural,-999.0,-999,https://utahavalanchecenter.org/avalanche/17481,40.589808,-111.664824,10400,-999,Unknown,Southeast
3/5/2011,Avalanche: Tanners Gulch,Salt Lake,Natural,-999.0,-999,https://utahavalanchecenter.org/avalanche/17784,40.588056,-111.706667,10100,45,Unknown,Southeast
4/11/2011,Avalanche: Toledo Chutes,Salt Lake,Snowboarder,-999.0,-999,https://utahavalanchecenter.org/avalanche/17904,40.598183,-111.64783,10200,-999,800,Southeast
11/29/2010,Avalanche: Toledo Chutes,Salt Lake,Skier,0.83,100,https://utahavalanchecenter.org/avalanche/17496,40.597609,-111.648699,10500,37,1000,East
4/19/2011,Avalanche: Tuscarora,Salt Lake,Unknown,-999.0,-999,https://utahavalanchecenter.org/avalanche/17912,40.583974,-111.597404,10600,-999,600,Northeast
4/19/2011,Avalanche: Tuscarora,Salt Lake,Skier,0.83,90,https://utahavalanchecenter.org/avalanche/17914,40.585148,-111.598649,10000,-999,450,Northeast
3/13/2011,Avalanche: Tuscarora,Salt Lake,Skier,0.83,70,https://utahavalanchecenter.org/avalanche/17821,40.584365,-111.598005,10400,-999,800,Northeast
12/19/2010,Avalanche: Twin Lakes Pass,Salt Lake,Skier,1.5,200,https://utahavalanchecenter.org/avalanche/17524,40.591731,-111.608477,10100,37,300,Northeast
2/3/2011,Avalanche: upper Days,Salt Lake,Skier,1.5,40,https://utahavalanchecenter.org/avalanche/17690,40.59978,-111.640105,10000,38,200,North
2/14/2011,Avalanche: Upper-West Bell,Salt Lake,Skier,1.5,20,https://utahavalanchecenter.org/avalanche/17708,40.529282,-111.745248,9800,-999,10,North
4/22/2011,Avalanche: West Bowl,Salt Lake,Skier,1.0,60,https://utahavalanchecenter.org/avalanche/17921,40.60079,-111.632767,10100,35,250,East
3/20/2011,Avalanche: West Bowl,Salt Lake,Natural,1.0,-999,https://utahavalanchecenter.org/avalanche/17845,40.5989,-111.626844,9800,-999,250,North
12/31/2010,Avalanche: West Hellgate,Salt Lake,Snowboarder,2.0,40,https://utahavalanchecenter.org/avalanche/17586,40.591784,-111.655469,9400,42,150,South
11/21/2010,Avalanche: West Ridge 1,Salt Lake,Skier,2.0,80,https://utahavalanchecenter.org/avalanche/17474,40.604048,-111.567707,9600,-999,Unknown,North
11/21/2010,Avalanche: West Ridge 2,Salt Lake,Skier,2.0,150,https://utahavalanchecenter.org/avalanche/17475,40.604081,-111.567922,9600,-999,Unknown,North
11/21/2010,Avalanche: West Ridge 3,Salt Lake,Unknown,2.0,125,https://utahavalanchecenter.org/avalanche/17476,40.604276,-111.56805,9600,-999,Unknown,Northeast
3/16/2011,Avalanche: White Pine,Salt Lake,Natural,6.0,300,https://utahavalanchecenter.org/avalanche/17838,40.534273,-111.680746,10700,37,500,Northeast
1/30/2011,Avalanche: White Pine,Salt Lake,Skier,0.67,70,https://utahavalanchecenter.org/avalanche/17685,40.553983,-111.682205,9000,Unknown,100,North
1/22/2011,Avalanche: White Pine,Salt Lake,Skier,1.0,50,https://utahavalanchecenter.org/avalanche/17661,40.569502,-111.684308,8500,38,100,North
12/29/2010,Avalanche: White Pine,Salt Lake,Unknown,-999.0,-999,https://utahavalanchecenter.org/avalanche/17601,40.542635,-111.683235,10200,-999,Unknown,North
3/22/2011,Avalanche: Wolverine,Salt Lake,Skier,1.0,10,https://utahavalanchecenter.org/avalanche/17852,40.58518,-111.603413,10700,40,500,North
2/6/2011,Avalanche: Wolverine,Salt Lake,Skier,1.17,125,https://utahavalanchecenter.org/avalanche/17695,40.58316,-111.603109,10300,45,250,Southeast
2/6/2011,Avalanche: Wolverine,Salt Lake,Skier,1.0,-999,https://utahavalanchecenter.org/avalanche/17696,40.582866,-111.603069,9800,37,70,South
1/21/2011,Avalanche: Wolverine Cirque,Salt Lake,Skier,-999.0,-999,https://utahavalanchecenter.org/avalanche/17655,40.585619,-111.603327,10000,40,Unknown,East
12/25/2010,Avalanche: Wolverine Peak,Salt Lake,Skier,0.83,50,https://utahavalanchecenter.org/avalanche/17557,40.587559,-111.608005,10400,42,300,Northeast
3/2/2011,Avalanche: Y Coulior,Salt Lake,Natural,-999.0,-999,https://utahavalanchecenter.org/avalanche/17778,40.560765,-111.726494,8000,-999,Unknown,North
1/14/2011,Avalanche: Y Coulior,Salt Lake,Natural,-999.0,-999,https://utahavalanchecenter.org/avalanche/17627,40.565003,-111.725807,6900,40,400,North
